user_id,age_group,location,device_type,subscription_type,days_since_registration,total_purchases,avg_order_value,last_purchase_days,sessions_last_30_days,time_on_site_minutes,pages_per_session,cart_abandonment_rate,purchase_frequency,dar_promocion
USER-005918,36-45,La Plata,Desktop,Enterprise,247,33,220.39,54.0,8,117.8,3.7,0.105,4.01,1
USER-005919,46-55,Buenos Aires,Mobile,Free,216,7,136.69,70.0,30,96.2,4.7,0.004,0.97,1
USER-005920,46-55,Mendoza,Desktop,Basic,170,0,,999.0,12,13.9,13.1,0.286,0.0,1
USER-005921,26-35,Buenos Aires,Mobile,Free,302,19,124.91,157.0,17,100.1,18.7,0.707,1.89,0
USER-005922,55+,Buenos Aires,Desktop,Basic,8,26,138.03,110.0,30,62.5,15.5,0.12,,0
USER-005923,36-45,Mendoza,Mobile,Premium,165,22,64.36,160.0,3,54.0,17.8,,4.0,1
USER-005924,36-45,Buenos Aires,Mobile,Enterprise,0,43,194.08,164.0,17,39.8,,0.365,43.0,0
USER-005925,26-35,,Mobile,Basic,148,38,341.99,163.0,1,22.8,19.1,0.379,7.7,1
USER-005926,36-45,Cordoba,Tablet,Free,133,45,276.94,85.0,22,,7.0,0.303,10.15,0
USER-005927,26-35,Cordoba,Mobile,Free,215,3,63.45,,21,47.0,5.7,0.741,0.42,0
USER-005928,55+,Mendoza,Mobile,Free,284,8,,44.0,28,,,0.336,0.85,0
USER-005929,18-25,La Plata,Mobile,Basic,178,40,40.27,86.0,25,102.0,10.0,0.302,6.74,0
USER-005930,26-35,Rosario,Desktop,Premium,112,3,81.06,12.0,6,5.6,4.6,0.039,0.8,1
USER-005931,26-35,La Plata,Desktop,Basic,117,8,456.46,92.0,28,24.2,5.7,0.435,2.05,1
USER-005932,46-55,Rosario,Mobile,Free,334,27,418.54,124.0,3,67.3,2.0,0.16,2.43,1
USER-005933,26-35,Buenos Aires,Desktop,Free,60,24,230.48,97.0,8,,9.2,0.509,12.0,1
USER-005934,55+,,Tablet,Premium,15,20,,89.0,2,16.7,8.6,0.696,20.0,1
USER-005935,46-55,La Plata,Mobile,Free,237,50,328.62,77.0,3,,5.5,0.36,6.33,1
USER-005936,26-35,Buenos Aires,Mobile,Basic,95,21,142.83,,1,49.4,12.3,0.645,,0
USER-005937,26-35,Buenos Aires,Mobile,Premium,45,7,101.23,82.0,26,36.4,13.3,0.155,4.67,0
USER-005938,18-25,Buenos Aires,Mobile,Free,31,31,488.82,,4,76.9,1.7,0.398,30.0,0
USER-005939,18-25,Buenos Aires,Mobile,Premium,137,2,128.55,111.0,26,73.5,9.4,,0.44,1
USER-005940,36-45,Buenos Aires,Mobile,Basic,0,2,,151.0,24,29.1,2.2,0.463,2.0,1
USER-005941,55+,Otros,Mobile,Premium,72,4,329.97,99.0,2,44.3,1.8,,1.67,1
USER-005942,36-45,Rosario,Mobile,Basic,141,8,472.76,,29,40.6,17.9,0.705,1.7,1
USER-005943,,Buenos Aires,Mobile,Basic,311,2,265.46,156.0,1,52.6,1.5,0.332,0.19,1
USER-005944,18-25,Rosario,Desktop,Free,229,5,,144.0,6,15.7,18.6,,,1
USER-005945,26-35,Buenos Aires,Desktop,Free,238,1,141.7,56.0,6,22.2,15.4,,,0
USER-005946,46-55,Mendoza,Mobile,Free,229,17,213.75,,25,40.1,4.0,0.403,2.23,0
USER-005947,18-25,Otros,Desktop,Free,83,29,157.81,4.0,20,58.9,16.7,0.202,,0
USER-005948,,Rosario,Desktop,Basic,317,27,18.04,138.0,3,17.6,9.4,0.05,2.56,1
USER-005949,18-25,Rosario,Desktop,Enterprise,350,16,457.33,149.0,28,84.3,,0.381,1.37,1
USER-005950,26-35,Rosario,Desktop,Free,156,50,404.83,172.0,21,3.2,17.0,0.544,9.62,0
USER-005951,36-45,Otros,Desktop,Basic,135,50,326.14,,20,37.9,11.6,0.53,11.11,0
USER-005952,26-35,Cordoba,Mobile,Basic,323,8,172.8,148.0,11,8.6,17.1,0.053,0.74,1
USER-005953,26-35,Rosario,Mobile,Premium,296,50,404.15,70.0,5,110.3,16.4,,5.07,1
USER-005954,26-35,Buenos Aires,Mobile,Basic,26,7,113.13,135.0,2,73.2,18.1,0.432,7.0,0
USER-005955,,Mendoza,Mobile,Free,37,35,480.97,10.0,23,76.9,3.5,0.63,28.38,1
USER-005956,36-45,Cordoba,Mobile,,295,6,485.55,156.0,1,,7.6,0.402,,1
USER-005957,26-35,Rosario,Mobile,Free,108,40,363.47,43.0,12,,15.6,0.168,11.11,0
USER-005958,55+,Buenos Aires,Mobile,Free,252,32,43.79,130.0,5,75.2,18.9,0.744,3.81,0
USER-005959,55+,Rosario,Mobile,Free,310,8,91.4,,6,15.5,,0.748,0.77,0
USER-005960,18-25,Cordoba,Tablet,Basic,250,37,348.86,161.0,23,104.7,1.2,0.697,,0
USER-005961,36-45,Mendoza,Desktop,Premium,45,14,48.3,44.0,0,,1.7,0.661,9.33,0
USER-005962,26-35,Mendoza,Mobile,Premium,67,32,145.67,164.0,2,111.6,16.8,,14.33,1
USER-005963,18-25,Cordoba,Mobile,Basic,77,12,47.58,112.0,9,69.1,2.5,0.77,4.68,0
USER-005964,26-35,La Plata,Mobile,Free,95,0,296.63,999.0,1,100.1,2.9,0.449,0.0,1
USER-005965,18-25,Mendoza,Desktop,Basic,117,40,276.62,,24,68.9,16.5,0.045,10.26,0
USER-005966,26-35,La Plata,Tablet,Free,307,26,274.93,8.0,29,105.9,5.6,0.137,2.54,0
USER-005967,18-25,Rosario,Desktop,Basic,100,41,363.22,116.0,15,18.9,10.6,0.664,,0
USER-005968,55+,Cordoba,Tablet,Free,48,3,335.32,108.0,11,106.2,,,1.88,1
USER-005969,18-25,Buenos Aires,Desktop,Basic,354,26,43.65,34.0,25,55.4,7.0,0.54,2.2,0
USER-005970,46-55,Buenos Aires,Mobile,Free,76,40,318.6,109.0,3,100.5,11.3,0.472,15.79,1
USER-005971,46-55,Mendoza,Tablet,Basic,309,7,258.45,147.0,5,68.4,5.6,0.748,0.68,0
USER-005972,36-45,,Mobile,Premium,214,17,212.22,141.0,19,56.7,13.0,0.326,,1
USER-005973,36-45,Buenos Aires,Mobile,Free,155,3,,5.0,27,69.3,2.1,0.675,0.58,0
USER-005974,18-25,Rosario,Desktop,Basic,122,22,337.54,121.0,28,14.7,7.4,0.762,5.41,0
USER-005975,18-25,Buenos Aires,Mobile,Basic,118,34,214.94,80.0,2,56.2,,0.781,,1
USER-005976,46-55,Otros,Desktop,Free,28,30,82.83,124.0,5,42.0,12.2,0.571,30.0,1
USER-005977,,Buenos Aires,Desktop,Free,162,49,67.45,92.0,2,79.9,1.9,0.485,9.07,1
USER-005978,18-25,Rosario,Mobile,Free,56,46,409.18,133.0,29,,2.8,0.547,24.64,1
USER-005979,18-25,La Plata,Tablet,Free,316,29,435.21,21.0,1,107.4,2.8,0.046,2.75,1
USER-005980,26-35,Buenos Aires,Desktop,Free,14,30,307.82,155.0,29,110.3,5.3,0.526,30.0,1
USER-005981,18-25,Mendoza,Desktop,Basic,201,7,313.74,98.0,5,99.4,17.9,,1.04,0
USER-005982,,La Plata,Mobile,Free,341,49,436.35,88.0,15,111.9,16.5,0.415,4.31,0
USER-005983,18-25,Cordoba,Tablet,Free,196,46,396.51,,28,105.2,5.3,0.617,7.04,0
USER-005984,,Buenos Aires,Desktop,Premium,96,25,139.49,90.0,30,44.4,7.7,0.178,7.81,1
USER-005985,46-55,Otros,Tablet,Premium,334,35,308.45,113.0,9,101.9,4.5,0.255,3.14,1
USER-005986,,Rosario,Mobile,Enterprise,329,22,74.4,25.0,21,49.2,4.9,0.487,,1
USER-005987,36-45,Buenos Aires,Mobile,Free,112,46,442.21,141.0,20,,18.8,0.421,12.32,0
USER-005988,46-55,La Plata,Mobile,Free,221,16,172.18,43.0,27,64.0,17.0,0.579,2.17,1
USER-005989,26-35,La Plata,Mobile,Free,289,33,369.96,18.0,4,20.3,,,3.43,1
USER-005990,36-45,Buenos Aires,Desktop,Free,266,2,62.46,38.0,26,106.4,5.7,0.239,0.23,0
USER-005991,,Rosario,Mobile,Free,207,36,158.3,31.0,14,99.4,16.7,0.208,5.22,0
USER-005992,46-55,Rosario,Tablet,Free,41,18,287.47,24.0,3,1.7,14.6,0.709,13.17,0
USER-005993,26-35,Rosario,Mobile,Free,2,4,45.9,106.0,18,103.7,5.2,0.239,,0
USER-005994,36-45,Mendoza,Mobile,Free,131,30,143.74,99.0,14,73.2,18.4,0.556,6.87,1
USER-005995,18-25,Otros,Desktop,Basic,129,35,96.04,,18,84.4,18.9,0.387,8.14,1
USER-005996,36-45,,Desktop,Basic,351,25,152.39,136.0,15,114.0,6.7,0.529,2.14,0
USER-005997,18-25,Otros,Mobile,Premium,167,12,57.6,21.0,27,26.6,6.5,0.49,2.16,0
USER-005998,36-45,Cordoba,Mobile,Premium,205,18,163.02,57.0,3,25.5,18.3,0.088,,1
USER-005999,46-55,Buenos Aires,Mobile,Free,174,15,489.24,37.0,19,85.6,14.5,0.785,2.59,0
USER-006000,46-55,Otros,Mobile,Premium,364,28,487.67,8.0,15,16.9,16.5,0.423,2.31,0
USER-006001,36-45,,Mobile,Basic,342,30,60.15,124.0,29,73.0,1.4,0.639,2.63,0
USER-006002,18-25,,Tablet,Basic,80,44,61.92,91.0,23,,,0.562,16.5,1
USER-006003,36-45,Otros,Tablet,,127,15,101.8,77.0,1,96.2,16.9,0.673,3.54,0
USER-006004,46-55,,Mobile,Basic,282,6,,148.0,25,,11.7,0.749,0.64,0
USER-006005,36-45,Mendoza,Mobile,Basic,325,26,199.89,153.0,22,49.2,18.1,0.463,2.4,1
USER-006006,55+,Cordoba,Tablet,Basic,64,4,196.57,102.0,12,59.3,15.4,0.051,1.88,0
USER-006007,18-25,Rosario,,Basic,86,3,228.14,41.0,29,14.2,16.4,0.362,1.05,1
USER-006008,36-45,Buenos Aires,Desktop,Free,24,39,402.21,166.0,30,3.3,17.0,0.604,39.0,1
USER-006009,18-25,Mendoza,,Premium,131,36,314.31,,26,31.8,9.2,0.416,,1
USER-006010,46-55,Cordoba,Mobile,Free,318,34,180.81,166.0,3,16.2,8.7,0.101,3.21,1
USER-006011,26-35,Cordoba,Mobile,Free,172,17,140.44,173.0,27,,10.5,0.387,,0
USER-006012,36-45,Cordoba,Desktop,Basic,7,8,382.08,126.0,17,96.0,19.5,0.116,8.0,1
USER-006013,36-45,Buenos Aires,Desktop,Basic,182,36,,125.0,28,87.2,12.0,0.336,5.93,0
USER-006014,46-55,Buenos Aires,Mobile,Free,150,46,,,2,119.4,12.2,0.053,9.2,0
USER-006015,26-35,Buenos Aires,Mobile,Free,296,22,103.65,145.0,25,67.7,5.0,,2.23,0
USER-006016,36-45,Buenos Aires,Desktop,Basic,45,19,497.74,41.0,13,79.6,15.7,0.354,12.67,1
USER-006017,18-25,Otros,Desktop,Free,351,8,248.04,157.0,21,32.9,6.4,0.798,0.68,0
USER-006018,18-25,Mendoza,Desktop,Free,131,46,247.78,111.0,8,58.2,14.6,0.558,10.53,0
USER-006019,26-35,Rosario,Mobile,Enterprise,98,7,122.44,5.0,12,48.8,18.3,0.035,2.14,1
USER-006020,36-45,La Plata,Mobile,Free,287,7,109.13,90.0,27,49.9,12.4,0.042,0.73,0
USER-006021,26-35,Cordoba,Mobile,Free,29,27,,151.0,26,89.7,14.0,0.769,27.0,1
USER-006022,26-35,Buenos Aires,Desktop,Basic,37,14,242.67,5.0,10,119.7,16.9,0.235,11.35,0
USER-006023,55+,Mendoza,Mobile,Free,287,35,144.31,99.0,30,84.5,4.5,0.686,3.66,1
USER-006024,46-55,Cordoba,Tablet,Premium,173,38,377.09,66.0,22,43.4,10.2,0.558,6.59,1
USER-006025,18-25,Buenos Aires,Desktop,Free,292,47,,78.0,1,89.2,8.8,0.753,4.83,0
USER-006026,26-35,Cordoba,Desktop,Basic,311,18,,162.0,17,60.0,6.2,0.08,1.74,0
USER-006027,55+,Rosario,Tablet,Free,30,21,251.02,106.0,8,37.4,8.1,0.198,21.0,0
USER-006028,18-25,Buenos Aires,Desktop,Basic,72,19,91.43,70.0,22,107.0,17.3,0.613,7.92,0
USER-006029,26-35,Mendoza,Mobile,Enterprise,160,45,471.27,,1,7.0,4.4,0.11,8.44,0
USER-006030,36-45,Otros,Tablet,Basic,147,38,313.14,107.0,12,17.0,5.4,0.222,7.76,0
USER-006031,46-55,Mendoza,Tablet,Free,316,19,266.21,10.0,17,73.6,19.0,0.288,1.8,0
USER-006032,46-55,Cordoba,Mobile,Basic,33,42,481.18,29.0,22,10.2,12.1,0.655,38.18,1
USER-006033,26-35,Mendoza,Mobile,,170,10,454.37,130.0,15,52.0,1.2,0.201,1.76,1
USER-006034,46-55,La Plata,Mobile,Basic,208,42,41.17,154.0,1,,11.3,0.406,,1
USER-006035,18-25,Mendoza,Desktop,Premium,157,20,366.71,83.0,20,58.3,6.4,0.374,3.82,0
USER-006036,18-25,Buenos Aires,Mobile,Free,65,45,41.29,85.0,25,79.1,16.5,0.183,20.77,1
USER-006037,18-25,Buenos Aires,Tablet,Free,194,27,213.1,178.0,5,114.8,1.9,,4.18,1
USER-006038,26-35,Mendoza,Tablet,Free,198,48,310.57,38.0,16,,16.1,0.055,7.27,0
USER-006039,36-45,Rosario,Mobile,Free,326,9,393.01,23.0,27,,,0.635,0.83,0
USER-006040,26-35,Otros,Mobile,Premium,288,41,143.75,13.0,9,110.2,3.6,0.417,4.27,0
USER-006041,26-35,Mendoza,Mobile,Basic,124,39,22.4,174.0,8,111.5,14.2,0.125,9.44,1
USER-006042,26-35,La Plata,Tablet,Premium,351,23,,98.0,8,119.2,17.5,0.389,1.97,0
USER-006043,18-25,Buenos Aires,Mobile,Free,79,35,271.28,58.0,13,51.4,1.6,0.487,,1
USER-006044,26-35,Cordoba,Desktop,Enterprise,177,45,442.35,162.0,29,72.0,7.3,0.647,7.63,1
USER-006045,46-55,Buenos Aires,Desktop,Basic,271,3,179.71,35.0,16,84.3,6.4,0.767,0.33,0
USER-006046,36-45,Buenos Aires,Tablet,Basic,291,45,55.65,11.0,22,,19.4,0.142,,0
USER-006047,18-25,Mendoza,Desktop,Premium,14,40,222.48,49.0,12,,16.1,,40.0,0
USER-006048,18-25,Buenos Aires,Desktop,Basic,362,9,70.8,38.0,0,,18.6,0.74,0.75,1
USER-006049,18-25,Rosario,Mobile,Premium,168,20,229.15,23.0,11,44.1,18.0,0.309,3.57,0
USER-006050,18-25,Rosario,Mobile,Free,12,26,425.26,180.0,19,8.5,6.4,0.27,26.0,0
USER-006051,36-45,Rosario,Desktop,Enterprise,104,46,13.37,86.0,3,72.7,11.5,,13.27,0
USER-006052,26-35,Rosario,Tablet,Free,65,1,427.95,32.0,12,100.9,16.9,0.611,0.46,1
USER-006053,36-45,Buenos Aires,Mobile,Free,297,23,427.85,6.0,16,56.7,1.6,0.182,2.32,0
USER-006054,26-35,Cordoba,Mobile,Basic,282,47,215.79,167.0,17,110.6,9.5,0.004,5.0,1
USER-006055,18-25,Cordoba,Tablet,Basic,215,4,13.76,167.0,4,107.7,12.7,,0.56,1
USER-006056,18-25,Mendoza,Mobile,Free,278,21,423.66,114.0,1,112.7,5.9,0.791,2.27,1
USER-006057,18-25,La Plata,Mobile,Free,72,14,329.86,87.0,26,59.6,12.9,0.268,5.83,1
USER-006058,18-25,Buenos Aires,Tablet,Premium,92,37,488.67,62.0,20,59.0,10.3,0.047,,0
USER-006059,26-35,Rosario,Mobile,Basic,259,44,470.22,129.0,12,86.9,,,5.1,0
USER-006060,46-55,,Tablet,Free,15,4,405.64,35.0,11,50.8,,0.52,,1
USER-006061,46-55,Cordoba,Desktop,Free,184,14,417.67,6.0,11,36.1,15.3,0.323,2.28,0
USER-006062,26-35,Buenos Aires,Mobile,Premium,148,35,96.46,,10,49.4,19.7,0.674,7.09,1
USER-006063,18-25,Buenos Aires,Desktop,Free,46,43,86.01,18.0,2,,3.2,0.282,28.04,0
USER-006064,26-35,Cordoba,Mobile,Basic,267,18,473.47,16.0,3,41.7,2.9,0.556,2.02,0
USER-006065,46-55,Buenos Aires,Mobile,Basic,68,15,215.72,147.0,18,59.9,9.9,0.692,6.62,0
USER-006066,26-35,Buenos Aires,Mobile,Premium,48,40,426.19,,13,92.6,10.9,0.616,25.0,0
USER-006067,26-35,Buenos Aires,Mobile,Free,266,50,241.45,91.0,12,91.3,6.7,0.199,5.64,0
USER-006068,18-25,Cordoba,Tablet,Free,115,26,112.11,93.0,2,52.7,19.1,0.088,6.78,0
USER-006069,36-45,Otros,Mobile,Free,333,12,275.13,20.0,9,40.4,,0.196,1.08,0
USER-006070,36-45,Buenos Aires,Mobile,Free,121,9,,145.0,4,104.7,10.5,0.721,,0
USER-006071,55+,Buenos Aires,Mobile,Free,272,6,,132.0,12,20.5,16.7,0.573,,0
USER-006072,46-55,Otros,Desktop,Premium,105,20,104.3,,24,20.7,11.9,0.1,5.71,1
USER-006073,26-35,La Plata,Desktop,Basic,44,44,435.42,7.0,23,70.0,,,30.0,1
USER-006074,26-35,Cordoba,Mobile,Free,149,23,350.09,136.0,27,32.4,16.1,0.721,4.63,0
USER-006075,55+,Buenos Aires,Desktop,Free,127,20,134.24,63.0,20,11.7,19.2,0.129,4.72,1
USER-006076,,Cordoba,Mobile,Free,282,9,226.71,,20,37.7,14.0,0.537,0.96,1
USER-006077,46-55,Buenos Aires,Mobile,Free,348,30,217.96,71.0,30,75.0,,0.568,2.59,0
USER-006078,18-25,Buenos Aires,Desktop,Basic,269,18,390.05,40.0,20,49.9,9.4,,2.01,0
USER-006079,26-35,Mendoza,Mobile,Free,85,18,365.77,103.0,4,47.4,7.1,0.183,,0
USER-006080,46-55,Buenos Aires,Mobile,Enterprise,180,37,,162.0,16,68.4,18.4,0.176,6.17,0
USER-006081,26-35,Rosario,Mobile,Premium,228,36,181.22,142.0,10,,12.5,0.618,4.74,0
USER-006082,18-25,La Plata,Desktop,Free,312,3,404.46,53.0,4,88.6,,,0.29,1
USER-006083,46-55,Mendoza,Mobile,Premium,312,48,394.16,165.0,28,54.8,3.6,0.757,4.62,1
USER-006084,26-35,La Plata,Mobile,Free,71,50,322.55,153.0,16,76.7,5.7,0.787,21.13,0
USER-006085,26-35,Otros,Mobile,,292,0,,999.0,28,53.9,,0.607,0.0,0
USER-006086,26-35,Rosario,Mobile,Free,53,0,,999.0,16,35.7,6.2,0.197,0.0,1
USER-006087,46-55,Buenos Aires,Tablet,Basic,81,21,264.34,,2,38.4,5.0,,7.78,0
USER-006088,18-25,La Plata,Mobile,Free,172,39,488.15,98.0,8,93.1,11.9,0.214,6.8,1
USER-006089,26-35,Otros,Desktop,Premium,17,9,17.41,76.0,16,67.3,7.9,,9.0,1
USER-006090,,Cordoba,Mobile,Free,257,41,313.49,14.0,27,58.2,10.1,0.332,4.79,1
USER-006091,26-35,Buenos Aires,Mobile,Basic,300,41,208.35,37.0,14,118.1,17.8,,4.1,1
USER-006092,26-35,Buenos Aires,Desktop,Free,348,35,149.29,121.0,11,112.5,10.9,0.129,3.02,1
USER-006093,26-35,Rosario,Mobile,Basic,291,14,442.25,126.0,16,105.4,10.6,0.404,1.44,1
USER-006094,46-55,Buenos Aires,Mobile,Free,27,34,204.01,122.0,22,49.1,9.7,0.01,34.0,1
USER-006095,46-55,La Plata,Desktop,Basic,269,25,469.2,36.0,17,99.8,4.9,0.355,2.79,1
USER-006096,36-45,Rosario,Mobile,Free,303,25,373.27,8.0,2,23.2,19.8,0.387,2.48,1
USER-006097,55+,Buenos Aires,Desktop,Enterprise,291,39,372.38,9.0,29,65.5,6.8,0.348,4.02,1
USER-006098,18-25,Cordoba,Mobile,Free,173,4,142.88,121.0,25,59.3,,0.235,0.69,1
USER-006099,36-45,Buenos Aires,Mobile,Free,74,32,381.17,1.0,17,70.0,11.0,0.783,12.97,0
USER-006100,36-45,Rosario,Mobile,Free,5,38,201.1,74.0,23,63.7,17.5,0.381,38.0,0
USER-006101,55+,Cordoba,Mobile,Free,184,45,122.77,16.0,20,22.7,19.3,0.281,7.34,0
USER-006102,46-55,Buenos Aires,Mobile,Premium,295,3,276.61,176.0,25,56.5,4.8,0.587,0.31,0
USER-006103,18-25,Buenos Aires,Tablet,Basic,156,12,481.07,63.0,4,106.1,3.2,0.515,2.31,1
USER-006104,36-45,,Mobile,Free,109,39,71.54,88.0,16,88.4,9.2,0.782,10.73,0
USER-006105,55+,Cordoba,Mobile,Basic,251,33,,,12,17.4,11.4,0.519,3.94,0
USER-006106,36-45,Buenos Aires,Mobile,Premium,141,44,299.3,,30,8.7,16.3,0.414,9.36,1
USER-006107,36-45,Rosario,,Free,20,14,51.29,31.0,28,92.5,4.1,0.325,14.0,1
USER-006108,36-45,Cordoba,Mobile,Premium,263,46,200.64,52.0,17,,6.6,0.67,5.25,0
USER-006109,46-55,Mendoza,Mobile,Premium,334,10,231.22,153.0,8,74.7,10.0,0.26,0.9,1
USER-006110,55+,La Plata,Mobile,Free,202,38,,,15,5.1,12.9,0.228,5.64,1
USER-006111,18-25,Otros,Desktop,Basic,37,8,126.4,52.0,17,101.2,13.8,0.088,6.49,0
USER-006112,18-25,Buenos Aires,Mobile,Free,110,43,160.32,125.0,27,8.0,13.6,0.53,,0
USER-006113,36-45,Otros,Tablet,Free,305,31,155.77,93.0,4,112.6,1.7,0.006,3.05,0
USER-006114,36-45,Buenos Aires,Mobile,Free,186,30,326.83,,27,66.9,12.0,0.105,4.84,1
USER-006115,18-25,Buenos Aires,Desktop,Premium,28,13,36.47,129.0,27,,12.9,0.053,13.0,1
USER-006116,26-35,Buenos Aires,Desktop,Free,37,46,,37.0,20,109.8,13.3,0.391,,0
USER-006117,36-45,Buenos Aires,Desktop,Free,91,50,414.86,175.0,13,117.5,16.7,0.041,16.48,1
USER-006118,36-45,Buenos Aires,Desktop,Free,0,15,447.69,,2,35.7,1.4,0.136,15.0,0
USER-006119,26-35,Otros,Tablet,Premium,317,18,37.1,117.0,26,50.1,9.9,0.391,1.7,1
USER-006120,18-25,Rosario,Mobile,Free,314,8,117.4,95.0,8,17.4,,0.587,0.76,0
USER-006121,36-45,Mendoza,Desktop,Basic,23,24,97.07,,23,33.6,4.0,0.332,24.0,1
USER-006122,26-35,Cordoba,Mobile,Basic,32,4,,30.0,13,27.0,6.9,0.543,3.75,0
USER-006123,,Buenos Aires,Mobile,Basic,333,7,427.6,17.0,1,90.0,8.4,0.226,0.63,0
USER-006124,46-55,Buenos Aires,Mobile,Basic,193,48,41.52,32.0,25,33.2,7.8,0.3,7.46,1
USER-006125,26-35,Cordoba,Mobile,Basic,60,39,84.58,130.0,21,57.0,16.4,0.658,19.5,1
USER-006126,36-45,Buenos Aires,Desktop,Free,272,24,487.65,112.0,26,3.9,11.5,0.656,2.65,1
USER-006127,46-55,Otros,Mobile,Premium,261,31,,49.0,25,85.2,10.5,,3.56,1
USER-006128,18-25,Cordoba,Tablet,Premium,18,8,139.41,147.0,19,30.7,1.0,0.601,8.0,1
USER-006129,18-25,Buenos Aires,Mobile,Free,124,35,266.16,6.0,9,92.6,15.3,0.055,8.47,1
USER-006130,55+,La Plata,Mobile,Free,6,7,34.46,171.0,22,77.0,9.1,0.095,7.0,0
USER-006131,36-45,Mendoza,Desktop,Free,3,17,,180.0,19,56.9,10.7,0.155,17.0,1
USER-006132,36-45,Buenos Aires,Desktop,Premium,73,13,350.79,77.0,17,29.0,,0.25,5.34,0
USER-006133,26-35,Cordoba,Tablet,Basic,350,31,226.83,81.0,10,49.8,,,2.66,0
USER-006134,18-25,Buenos Aires,Mobile,Free,236,24,124.03,,30,76.5,7.2,0.426,3.05,1
USER-006135,,Rosario,Mobile,Enterprise,52,40,88.16,51.0,8,,12.4,,23.08,1
USER-006136,46-55,Cordoba,Mobile,Free,356,22,81.2,,24,25.7,3.1,,1.85,0
USER-006137,46-55,Otros,Mobile,Free,98,40,99.55,122.0,3,41.7,4.1,0.446,12.24,0
USER-006138,36-45,Otros,Desktop,Free,66,30,441.05,59.0,19,8.2,3.0,0.31,13.64,0
USER-006139,36-45,La Plata,Mobile,Basic,137,49,259.93,164.0,27,64.6,1.7,0.193,10.73,1
USER-006140,18-25,Rosario,Tablet,Premium,217,35,183.77,114.0,22,26.2,,0.775,4.84,0
USER-006141,46-55,Cordoba,Mobile,Basic,101,38,242.14,23.0,10,86.2,14.9,0.739,11.29,1
USER-006142,18-25,Rosario,Mobile,Basic,25,46,429.53,95.0,15,55.2,13.4,0.649,46.0,1
USER-006143,46-55,La Plata,Desktop,Basic,348,26,391.27,134.0,23,93.5,2.0,0.461,2.24,0
USER-006144,18-25,Otros,Desktop,Free,226,34,96.36,,17,56.8,8.8,0.557,4.51,1
USER-006145,46-55,Rosario,Tablet,Enterprise,282,46,47.75,17.0,11,27.3,,0.493,4.89,0
USER-006146,36-45,Mendoza,Desktop,Free,289,24,206.06,13.0,30,49.7,16.3,0.709,2.49,0
USER-006147,18-25,Otros,Mobile,Premium,111,36,294.93,109.0,15,31.9,1.3,0.052,9.73,1
USER-006148,18-25,Buenos Aires,Desktop,Free,291,43,180.17,93.0,10,83.3,9.4,0.271,4.43,1
USER-006149,26-35,Rosario,Mobile,Free,138,0,27.77,999.0,11,50.9,7.1,,0.0,1
USER-006150,18-25,Rosario,Mobile,Premium,241,17,107.61,152.0,6,64.2,4.0,0.529,,1
USER-006151,26-35,Otros,Desktop,Free,361,22,313.41,,9,20.9,11.6,0.201,1.83,1
USER-006152,18-25,Buenos Aires,Mobile,Free,299,30,40.63,101.0,6,58.9,18.9,0.551,3.01,0
USER-006153,26-35,Cordoba,Mobile,Free,303,13,296.24,180.0,26,111.6,7.5,0.208,,0
USER-006154,36-45,Otros,Mobile,Basic,224,8,418.94,72.0,1,97.3,15.4,0.21,1.07,0
USER-006155,46-55,Rosario,Mobile,Premium,334,16,435.68,23.0,18,,3.2,0.521,1.44,1
USER-006156,,Mendoza,Mobile,Basic,253,21,35.41,,30,17.7,17.0,0.244,2.49,0
USER-006157,36-45,Otros,Desktop,Basic,352,47,377.22,171.0,7,113.3,11.5,0.492,4.01,0
USER-006158,18-25,Buenos Aires,Mobile,Basic,245,13,337.59,58.0,10,89.7,2.1,,1.59,0
USER-006159,18-25,Rosario,Desktop,Premium,84,38,348.47,,23,60.9,6.4,0.414,,0
USER-006160,26-35,Rosario,Mobile,Free,359,31,144.35,77.0,4,101.6,17.7,0.37,2.59,1
USER-006161,18-25,Buenos Aires,Mobile,Free,339,33,244.64,,26,17.7,18.3,,2.92,1
USER-006162,46-55,Cordoba,Tablet,Free,227,9,314.06,161.0,8,53.7,5.1,,1.19,0
USER-006163,26-35,Rosario,Desktop,Basic,132,16,392.1,10.0,3,30.0,1.2,0.792,3.64,1
USER-006164,46-55,Otros,Mobile,Basic,145,6,371.31,152.0,18,56.7,15.9,0.364,1.24,0
USER-006165,26-35,Buenos Aires,Mobile,Premium,20,31,374.33,58.0,30,51.2,16.6,0.146,31.0,0
USER-006166,26-35,Cordoba,Mobile,Basic,203,15,82.83,,2,,,0.405,2.22,1
USER-006167,36-45,Otros,Mobile,Basic,147,1,441.52,,19,95.6,2.5,0.603,0.2,1
USER-006168,55+,Cordoba,Desktop,Free,201,26,283.14,,30,79.7,5.9,0.558,3.88,0
USER-006169,36-45,Rosario,Mobile,Basic,259,40,,89.0,6,87.8,,0.291,4.63,0
USER-006170,26-35,Buenos Aires,Mobile,Premium,215,13,30.38,138.0,2,92.5,10.0,0.498,1.81,1
USER-006171,26-35,Cordoba,Mobile,Free,247,42,22.93,120.0,30,80.4,8.4,0.664,5.1,1
USER-006172,46-55,La Plata,Desktop,Basic,26,8,165.3,146.0,18,68.2,9.4,0.44,8.0,1
